job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary_in_usd,company_location,company_size,job_category,log_salary
Software Data Engineer,Senior-level,Full-time,Remote,2023,United States,210000,United States,Large,Data Engineering,12.254862809699606
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,90000,United States,Medium,Other,11.407564949312402
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,84000,United States,Medium,Other,11.33857207782545
Data Analyst,Senior-level,Full-time,Remote,2023,United States,160000,United States,Medium,Data Analysis,11.982929094215963
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,221300,United States,Medium,Other,12.30727452603914
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,147500,United States,Medium,Other,11.901583454762012
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,210000,United States,Medium,Machine Learning,12.254862809699606
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,160000,United States,Medium,Machine Learning,11.982929094215963
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,192000,United States,Medium,Other,12.165250651009918
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,151000,United States,Medium,Other,11.925035115797062
Data Scientist,Senior-level,Full-time,On-site,2023,United States,169000,United States,Medium,Data Science,12.037653993905211
Data Engineer,Senior-level,Full-time,On-site,2023,United States,204500,United States,Medium,Data Engineering,12.228323254464993
Data Engineer,Senior-level,Full-time,On-site,2023,United States,142200,United States,Medium,Data Engineering,11.864989796351278
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,210000,United States,Medium,Other,12.254862809699606
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,170000,United States,Medium,Other,12.043553716032399
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,210000,United States,Medium,Other,12.254862809699606
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,159090,United States,Medium,Other,11.977225358799286
Data Analyst,Senior-level,Full-time,Remote,2023,United States,94400,United States,Medium,Data Analysis,11.455296352133592
Data Architect,Mid-level,Full-time,Remote,2023,United States,90000,United States,Medium,Other,11.407564949312402
Data Engineer,Entry-level,Full-time,Remote,2023,United States,130002,United States,Medium,Data Engineering,11.775305113934762
Data Engineer,Entry-level,Full-time,Remote,2023,United States,71908,United States,Medium,Data Engineering,11.183142803166307
Data Analyst,Mid-level,Full-time,On-site,2023,United States,60000,United States,Medium,Data Analysis,11.002099841204238
Compliance Data Analyst,Entry-level,Full-time,Remote,2023,United States,60000,United States,Large,Data Analysis,11.002099841204238
Data Scientist,Senior-level,Full-time,On-site,2023,United States,255000,United States,Medium,Data Science,12.449018824140563
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,116990,United States,Medium,Other,11.669843740041648
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,82920,United States,Medium,Other,11.325631566549715
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,159000,United States,Medium,Other,11.976659481202368
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,105000,United States,Medium,Other,11.56171562913966
Research Scientist,Mid-level,Full-time,On-site,2023,United States,155000,United States,Medium,Other,11.951180395901384
Research Scientist,Mid-level,Full-time,On-site,2023,United States,102000,United States,Medium,Other,11.532728092266408
Research Scientist,Senior-level,Full-time,On-site,2023,United States,374000,United States,Medium,Other,12.832011076396668
Research Scientist,Senior-level,Full-time,On-site,2023,United States,197500,United States,Medium,Other,12.193493863323313
Data Scientist,Senior-level,Full-time,On-site,2023,United States,187000,United States,Medium,Data Science,12.138863895836725
Applied Scientist,Mid-level,Full-time,Remote,2023,Nigeria,20000,United States,Large,Other,9.903487552536127
Data Scientist,Senior-level,Full-time,Remote,2023,United States,195000,United States,Medium,Data Science,12.180754837545884
Data Scientist,Senior-level,Full-time,Remote,2023,United States,119000,United States,Medium,Data Science,11.686878772093667
Data Science Engineer,Senior-level,Full-time,On-site,2023,United States,266450,United States,Medium,Other,12.492941887724928
Data Science Engineer,Senior-level,Full-time,On-site,2023,United States,177700,United States,Medium,Other,12.087852014142742
Data Operations Specialist,Senior-level,Full-time,Remote,2023,United States,55720,United States,Medium,Other,10.928094427893742
Data Operations Specialist,Senior-level,Full-time,Remote,2023,United States,50700,United States,Medium,Other,10.833681189579275
Data Architect,Mid-level,Full-time,On-site,2023,United States,135000,United States,Medium,Other,11.813030057420567
Data Architect,Mid-level,Full-time,On-site,2023,United States,115000,United States,Medium,Other,11.652687407345388
Machine Learning Software Engineer,Senior-level,Full-time,On-site,2023,United States,302000,United States,Medium,Machine Learning,12.618182296357007
Machine Learning Software Engineer,Senior-level,Full-time,On-site,2023,United States,189000,United States,Medium,Machine Learning,12.14950229404178
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,220000,United States,Medium,Machine Learning,12.301382825334498
BI Analyst,Senior-level,Full-time,Remote,2023,United States,150000,United States,Medium,Data Analysis,11.918390573078392
BI Analyst,Senior-level,Full-time,Remote,2023,United States,93000,United States,Medium,Data Analysis,11.440354772135393
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,216000,United States,Medium,Machine Learning,12.283033686666302
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,184000,United States,Medium,Machine Learning,12.122691036591123
Data Science Consultant,Mid-level,Full-time,Remote,2023,United States,100000,United States,Medium,Other,11.512925464970229
Data Scientist,Mid-level,Full-time,On-site,2023,United States,128750,United States,Medium,Data Science,11.765627818525983
Data Scientist,Mid-level,Full-time,On-site,2023,United States,79350,United States,Medium,Data Science,11.281623725954555
Research Engineer,Mid-level,Full-time,On-site,2023,United States,155000,United States,Medium,Other,11.951180395901384
Research Engineer,Mid-level,Full-time,On-site,2023,United States,125000,United States,Medium,Other,11.736069016284437
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,273400,United States,Medium,Machine Learning,12.518691203271986
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,182200,United States,Medium,Machine Learning,12.112860263807995
Data Engineer,Senior-level,Full-time,Remote,2023,United States,124230,United States,Medium,Data Engineering,11.729889965207722
Data Engineer,Senior-level,Full-time,Remote,2023,United States,68637,United States,Medium,Data Engineering,11.13658702691299
Data Engineer,Mid-level,Full-time,Remote,2023,United States,204000,United States,Medium,Data Engineering,12.225875272826354
Data Engineer,Mid-level,Full-time,Remote,2023,United States,161500,United States,Medium,Data Engineering,11.992260421644849
Decision Scientist,Senior-level,Full-time,On-site,2023,United States,185900,United States,Medium,Other,12.132964173709535
Decision Scientist,Senior-level,Full-time,On-site,2023,United States,129300,United States,Medium,Other,11.76989056475995
Data Scientist,Senior-level,Full-time,On-site,2023,United States,148750,United States,Medium,Data Science,11.910022323407876
Data Scientist,Senior-level,Full-time,Remote,2023,United States,95000,United States,Medium,Data Science,11.461632170582678
ML Engineer,Senior-level,Full-time,On-site,2023,United States,287700,United States,Large,Machine Learning,12.569673549539639
ML Engineer,Senior-level,Full-time,On-site,2023,United States,148000,United States,Large,Machine Learning,11.904967552746252
Data Scientist,Senior-level,Full-time,Remote,2023,United States,227240,United States,Medium,Data Science,12.333762006671064
Data Scientist,Senior-level,Full-time,Remote,2023,United States,197600,United States,Medium,Data Science,12.194000064295905
Data Scientist,Senior-level,Full-time,On-site,2023,United States,178500,United States,Medium,Data Science,12.092343880201831
Data Engineer,Senior-level,Full-time,On-site,2023,United States,285000,United States,Medium,Data Engineering,12.560244459250788
Computer Vision Engineer,Entry-level,Full-time,Remote,2023,India,90000,United States,Medium,Other,11.407564949312402
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,237400,United States,Medium,Machine Learning,12.377501761157705
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,158200,United States,Medium,Machine Learning,11.97161533431569
ML Engineer,Senior-level,Full-time,Remote,2023,United States,192000,United States,Medium,Machine Learning,12.165250651009918
ML Engineer,Senior-level,Full-time,Remote,2023,United States,164000,United States,Medium,Machine Learning,12.007621706806335
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,150000,United States,Medium,Other,11.918390573078392
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,141000,United States,Medium,Other,11.856515169360305
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,267000,United States,Medium,Other,12.495003937382387
Research Scientist,Senior-level,Full-time,On-site,2023,United States,147100,United States,Medium,Other,11.89886790658953
Research Scientist,Senior-level,Full-time,On-site,2023,United States,90700,United States,Medium,Other,11.415312636103227
Data Analyst,Senior-level,Full-time,Remote,2023,United States,72000,United States,Medium,Data Analysis,11.184421397998193
Data Scientist,Senior-level,Full-time,On-site,2023,United States,240000,United States,Small,Data Science,12.388394202324129
Data Scientist,Senior-level,Full-time,On-site,2023,United States,142000,United States,Small,Data Science,11.863582336583399
Machine Learning Engineer,Mid-level,Contract,Remote,2023,United States,180000,United States,Small,Machine Learning,12.100712129872347
Machine Learning Engineer,Mid-level,Contract,Remote,2023,United States,105000,United States,Small,Machine Learning,11.56171562913966
Data Analyst,Entry-level,Full-time,Remote,2023,United States,60000,United States,Medium,Data Analysis,11.002099841204238
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,268000,United States,Medium,Machine Learning,12.498742259492994
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,144628,United States,Medium,Other,11.88192020758248
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,115702,United States,Medium,Other,11.658773199117068
Data Analyst,Senior-level,Full-time,Remote,2023,United States,144000,United States,Medium,Data Analysis,11.877568578558138
Data Analyst,Senior-level,Full-time,Remote,2023,United States,132000,United States,Medium,Data Analysis,11.790557201568507
Data Analyst,Senior-level,Full-time,Remote,2023,United States,93500,United States,Medium,Data Analysis,11.44571671527678
Data Engineer,Senior-level,Full-time,Remote,2023,United States,208200,United States,Medium,Data Engineering,12.246254435163005
Data Engineer,Senior-level,Full-time,Remote,2023,United States,151200,United States,Medium,Data Engineering,11.926358742727569
Data Scientist,Senior-level,Full-time,On-site,2023,United States,270000,United States,Medium,Data Science,12.506177237980511
Data Engineer,Executive-level,Full-time,On-site,2023,United States,194500,United States,Medium,Data Engineering,12.178187442040638
Data Engineer,Executive-level,Full-time,On-site,2023,United States,115500,United States,Medium,Data Engineering,11.657025808943985
Data Analyst,Entry-level,Full-time,Remote,2023,United States,50000,United States,Medium,Data Analysis,10.819778284410283
Data Analyst,Entry-level,Full-time,Remote,2023,United States,40000,United States,Medium,Data Analysis,10.596634733096073
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,155000,United States,Medium,Machine Learning,11.951180395901384
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,100000,United States,Medium,Machine Learning,11.512925464970229
Data Analyst,Senior-level,Full-time,On-site,2023,United States,65000,United States,Medium,Data Analysis,11.082142548877775
Data Architect,Senior-level,Full-time,Remote,2023,United States,280100,United States,Medium,Other,12.5429019612482
Data Architect,Senior-level,Full-time,Remote,2023,United States,168100,United States,Medium,Other,12.032314319396708
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United States,120000,United States,Medium,Machine Learning,11.695247021764184
Data Engineer,Senior-level,Full-time,Remote,2023,United States,149040,United States,Medium,Data Engineering,11.911970005275471
Data Engineer,Senior-level,Full-time,Remote,2023,United States,113900,United States,Medium,Data Engineering,11.643076149435274
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,165000,United States,Medium,Machine Learning,12.013700752882718
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,145000,United States,Medium,Machine Learning,11.884489021402711
Data Architect,Senior-level,Full-time,On-site,2023,United States,274450,United States,Medium,Other,12.522524373978035
Data Architect,Senior-level,Full-time,On-site,2023,United States,199600,United States,Medium,Other,12.2040706428595
Data Engineer,Mid-level,Full-time,On-site,2023,United States,83500,United States,Medium,Data Engineering,11.332601910838946
Data Engineer,Mid-level,Full-time,On-site,2023,United States,52500,United States,Medium,Data Engineering,10.868568448579715
Data Scientist,Executive-level,Full-time,Remote,2023,United States,250000,United States,Medium,Data Science,12.429216196844383
Data Scientist,Executive-level,Full-time,Remote,2023,United States,180000,United States,Medium,Data Science,12.100712129872347
Data Scientist,Senior-level,Full-time,Remote,2023,United States,157000,United States,Medium,Data Science,11.964001084330445
Data Analyst,Senior-level,Full-time,Remote,2023,United States,140700,United States,Medium,Data Analysis,11.854385243102481
Data Analyst,Senior-level,Full-time,Remote,2023,United States,109600,United States,Medium,Data Analysis,11.604592653496052
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,278000,United States,Medium,Machine Learning,12.535376392672774
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,173000,United States,Medium,Machine Learning,12.061046873479915
Data Engineer,Senior-level,Full-time,Remote,2023,United States,305000,United States,Medium,Data Engineering,12.628067055589549
Data Engineer,Senior-level,Full-time,Remote,2023,United States,125000,United States,Medium,Data Engineering,11.736069016284437
Data Scientist,Entry-level,Full-time,Remote,2023,United States,24000,United States,Medium,Data Science,10.085809109330082
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,259000,United States,Medium,Other,12.464583340681674
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,138750,United States,Medium,Other,11.84042903160868
Data Scientist,Senior-level,Full-time,Remote,2023,United States,218000,United States,Medium,Data Science,12.292250341771226
Data Scientist,Senior-level,Full-time,Remote,2023,United States,85000,United States,Medium,Data Science,11.350406535472453
Data Specialist,Senior-level,Full-time,On-site,2023,United States,132000,United States,Medium,Other,11.790557201568507
Data Specialist,Senior-level,Full-time,On-site,2023,United States,71500,United States,Medium,Other,11.177452728682098
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,215050,United States,Medium,Other,12.278625838211882
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,113100,United States,Medium,Other,11.636027662104212
Data Scientist,Mid-level,Full-time,On-site,2023,United States,130000,United States,Medium,Data Science,11.77528972943772
Data Scientist,Mid-level,Full-time,On-site,2023,United States,85000,United States,Medium,Data Science,11.350406535472453
Data Engineer,Executive-level,Full-time,Remote,2023,United States,250000,United States,Medium,Data Engineering,12.429216196844383
Data Engineer,Executive-level,Full-time,Remote,2023,United States,200000,United States,Medium,Data Engineering,12.206072645530174
Research Scientist,Senior-level,Full-time,On-site,2023,United States,168400,United States,Medium,Other,12.034097380790364
Data Analyst,Senior-level,Full-time,Remote,2023,United States,136505,United States,Medium,Data Analysis,11.824116522972918
Data Analyst,Senior-level,Full-time,Remote,2023,United States,100895,United States,Medium,Data Analysis,11.521835651099984
Data Engineer,Senior-level,Full-time,Remote,2023,United States,275300,United States,Medium,Data Engineering,12.525616691130699
Data Engineer,Senior-level,Full-time,Remote,2023,United States,183500,United States,Medium,Data Engineering,12.119969946476761
Data Scientist,Senior-level,Full-time,On-site,2023,United States,168400,United States,Medium,Data Science,12.034097380790364
Data Scientist,Senior-level,Full-time,On-site,2023,United States,105200,United States,Medium,Data Science,11.563618579285746
Data Architect,Mid-level,Full-time,Remote,2023,United States,240000,United States,Medium,Other,12.388394202324129
Data Manager,Mid-level,Full-time,On-site,2023,United States,120000,United States,Medium,Management,11.695247021764184
Data Analyst,Mid-level,Full-time,Remote,2023,United States,93000,United States,Large,Data Analysis,11.440354772135393
Data Engineer,Senior-level,Full-time,On-site,2023,United States,105000,United States,Medium,Data Engineering,11.56171562913966
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,317070,United States,Medium,Machine Learning,12.666877848671502
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,170730,United States,Medium,Machine Learning,12.04783864026528
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,170000,United States,Medium,Machine Learning,12.043553716032399
Data Engineer,Senior-level,Full-time,On-site,2023,United States,158700,United States,Medium,Data Engineering,11.9747709065145
Data Engineer,Senior-level,Full-time,On-site,2023,United States,123906,United States,Medium,Data Engineering,11.727278492594847
Data Engineer,Executive-level,Full-time,On-site,2023,United States,333500,United States,Medium,Data Engineering,12.717398144337816
Data Engineer,Executive-level,Full-time,On-site,2023,United States,180500,United States,Medium,Data Engineering,12.103486056755072
Data Engineer,Executive-level,Full-time,Remote,2023,United States,257400,United States,Medium,Data Engineering,12.458386574144164
Data Engineer,Executive-level,Full-time,Remote,2023,United States,210600,United States,Medium,Data Engineering,12.257715878682012
Data Operations Specialist,Mid-level,Full-time,On-site,2023,United States,65000,United States,Medium,Other,11.082142548877775
Data Operations Specialist,Mid-level,Full-time,On-site,2023,United States,50000,United States,Medium,Other,10.819778284410283
Data Engineer,Senior-level,Full-time,On-site,2023,United States,293000,United States,Medium,Data Engineering,12.587927887999204
Director of Data Science,Executive-level,Full-time,Remote,2023,United States,260000,United States,Medium,Other,12.468436909997665
Director of Data Science,Executive-level,Full-time,Remote,2023,United States,192000,United States,Medium,Other,12.165250651009918
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,170000,United States,Medium,Machine Learning,12.043553716032399
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,125000,United States,Medium,Machine Learning,11.736069016284437
Business Intelligence Data Analyst,Entry-level,Full-time,Remote,2023,United States,99000,United States,Large,Data Analysis,11.502875129116727
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,233000,United States,Medium,Machine Learning,12.358793732547838
Data Engineer,Senior-level,Full-time,Remote,2023,United States,185100,United States,Medium,Data Engineering,12.128651498561588
Data Engineer,Senior-level,Full-time,Remote,2023,United States,127600,United States,Medium,Data Engineering,11.756655649892826
Data Analyst,Mid-level,Full-time,Remote,2023,United States,105000,United States,Medium,Data Analysis,11.56171562913966
Data Analyst,Executive-level,Full-time,Remote,2023,United States,160000,United States,Medium,Data Analysis,11.982929094215963
Data Analyst,Executive-level,Full-time,Remote,2023,United States,55000,United States,Medium,Data Analysis,10.915088464214607
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,241000,United States,Medium,Machine Learning,12.392552212472792
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,163000,United States,Medium,Machine Learning,12.0015054797889
Data Scientist,Mid-level,Full-time,Remote,2023,United States,120000,United States,Medium,Data Science,11.695247021764184
Data Scientist,Senior-level,Full-time,On-site,2023,United States,118000,United States,Medium,Data Science,11.678439903447801
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,311000,United States,Medium,Machine Learning,12.647548191161372
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,162540,United States,Medium,Machine Learning,11.998679404307195
Data Scientist,Executive-level,Full-time,On-site,2023,United States,258750,United States,Medium,Data Science,12.463617623561715
Data Scientist,Executive-level,Full-time,On-site,2023,United States,225000,United States,Medium,Data Science,12.323855681186558
Data Scientist,Executive-level,Full-time,On-site,2023,United States,145000,United States,Medium,Data Science,11.884489021402711
Data Engineer,Senior-level,Full-time,On-site,2023,United States,153600,United States,Medium,Data Engineering,11.94210709969571
ETL Developer,Senior-level,Full-time,Remote,2023,United States,182850,United States,Medium,Other,12.116421423577528
ETL Developer,Senior-level,Full-time,Remote,2023,United States,113000,United States,Medium,Other,11.635143097694478
Data Analyst,Mid-level,Full-time,On-site,2023,United States,126000,United States,Medium,Data Analysis,11.744037185933616
Data Analyst,Mid-level,Full-time,On-site,2023,United States,86400,United States,Medium,Data Analysis,11.366742954792146
Data Engineer,Senior-level,Full-time,Remote,2023,United States,232760,United States,Medium,Data Engineering,12.357763158770606
Data Engineer,Senior-level,Full-time,Remote,2023,United States,169280,United States,Medium,Data Engineering,12.039309427652071
Data Engineer,Mid-level,Full-time,On-site,2023,United States,162500,United States,Medium,Data Engineering,11.998433280751929
Data Scientist,Senior-level,Full-time,Remote,2023,United States,240350,United States,Medium,Data Science,12.389851473322107
Data Scientist,Senior-level,Full-time,Remote,2023,United States,174800,United States,Medium,Data Science,12.071397742203573
Data Engineer,Senior-level,Full-time,On-site,2023,United States,116000,United States,Medium,Data Engineering,11.661345470088502
Data Analyst,Senior-level,Full-time,Remote,2023,United States,153600,United States,Medium,Data Analysis,11.94210709969571
Data Analyst,Senior-level,Full-time,Remote,2023,United States,107500,United States,Medium,Data Analysis,11.585246126549855
ML Engineer,Senior-level,Full-time,Remote,2023,United States,178000,United States,Medium,Machine Learning,12.089538829274222
ML Engineer,Senior-level,Full-time,Remote,2023,United States,152000,United States,Medium,Machine Learning,11.931635799828413
Data Scientist,Senior-level,Full-time,Remote,2023,United States,233200,United States,Medium,Data Science,12.359651733458474
NLP Engineer,Senior-level,Full-time,Remote,2023,United States,210000,United States,Medium,Other,12.254862809699606
NLP Engineer,Senior-level,Full-time,Remote,2023,United States,160000,United States,Medium,Other,11.982929094215963
Data Analyst,Senior-level,Full-time,On-site,2023,United States,206000,United States,Medium,Data Analysis,12.235631447771718
Data Specialist,Mid-level,Full-time,On-site,2023,United States,110000,United States,Medium,Other,11.608235644774552
Data Specialist,Mid-level,Full-time,On-site,2023,United States,70000,United States,Medium,Other,11.156250521031495
Data Scientist,Senior-level,Full-time,Remote,2023,United States,150120,United States,Medium,Data Science,11.919190253248956
Data Scientist,Senior-level,Full-time,Remote,2023,United States,120096,United States,Medium,Data Science,11.696046701934748
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,168000,United States,Medium,Machine Learning,12.031719258385396
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,178600,United States,Medium,Other,12.092903947424535
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,142880,United States,Medium,Other,11.869760396110326
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,255000,United States,Medium,Management,12.449018824140563
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,169000,United States,Medium,Management,12.037653993905211
Data Scientist,Mid-level,Full-time,On-site,2023,United States,155000,United States,Medium,Data Science,11.951180395901384
Data Engineer,Mid-level,Full-time,On-site,2023,United States,151410,United States,Medium,Data Engineering,11.927746668002417
Data Engineer,Mid-level,Full-time,On-site,2023,United States,144200,United States,Medium,Data Engineering,11.878956503832987
Data Scientist,Entry-level,Full-time,Remote,2023,United States,151410,United States,Medium,Data Science,11.927746668002417
Data Scientist,Entry-level,Full-time,Remote,2023,United States,115360,United States,Medium,Data Science,11.655812952518776
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,193170,United States,Medium,Other,12.17132590920034
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,116480,United States,Medium,Other,11.665474863430513
Data Engineer,Senior-level,Full-time,Remote,2023,United States,146000,United States,Medium,Data Engineering,11.891361900690473
Head of Data,Executive-level,Full-time,On-site,2023,United States,329500,United States,Medium,Management,12.705331632924699
Head of Data,Executive-level,Full-time,On-site,2023,United States,269600,United States,Medium,Management,12.50469465802029
Data Architect,Senior-level,Full-time,On-site,2023,United States,250500,United States,Medium,Other,12.431214199507057
Data Architect,Senior-level,Full-time,On-site,2023,United States,159500,United States,Medium,Other,11.979799201207037
Data Analyst,Entry-level,Full-time,Remote,2023,United States,94035,United States,Medium,Data Analysis,11.451422332376179
Data Analyst,Entry-level,Full-time,Remote,2023,United States,57920,United States,Medium,Data Analysis,10.966818027059597
Data Analyst,Senior-level,Full-time,On-site,2023,United States,113600,United States,Medium,Data Analysis,11.640438785269188
Data Analyst,Senior-level,Full-time,On-site,2023,United States,60000,United States,Medium,Data Analysis,11.002099841204238
Data Scientist,Senior-level,Full-time,Remote,2023,United States,256000,United States,Medium,Data Science,12.4529327234617
Data Analyst,Senior-level,Full-time,Remote,2023,United States,116000,United States,Medium,Data Analysis,11.661345470088502
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,283200,United States,Medium,Machine Learning,12.553908640801701
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,188800,United States,Medium,Machine Learning,12.148443532693538
Research Scientist,Senior-level,Full-time,On-site,2023,United States,205640,United States,Medium,Other,12.233882346169441
Research Scientist,Senior-level,Full-time,On-site,2023,United States,142600,United States,Medium,Other,11.867798786962332
Data Engineer,Senior-level,Full-time,Remote,2023,United States,193200,United States,Medium,Data Engineering,12.171481200760555
Data Engineer,Senior-level,Full-time,Remote,2023,United States,156400,United States,Medium,Data Engineering,11.960172107093348
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,121000,United States,Medium,Machine Learning,11.703545824578878
Data Engineer,Senior-level,Full-time,On-site,2023,United States,132300,United States,Medium,Data Engineering,11.792827350103048
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,328000,United States,Medium,Management,12.70076888736628
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,211000,United States,Medium,Management,12.259613412458204
Data Scientist,Senior-level,Full-time,Remote,2023,United States,237000,United States,Medium,Data Science,12.375815420117268
Data Scientist,Senior-level,Full-time,Remote,2023,United States,201450,United States,Medium,Data Science,12.213296490619493
ML Engineer,Senior-level,Full-time,On-site,2023,United States,229000,United States,Medium,Machine Learning,12.341477282536376
ML Engineer,Senior-level,Full-time,On-site,2023,United States,206000,United States,Medium,Machine Learning,12.235631447771718
Data Scientist,Senior-level,Full-time,Remote,2023,United States,231000,United States,Medium,Data Science,12.35017298950393
ML Engineer,Senior-level,Full-time,On-site,2023,United States,183750,United States,Medium,Machine Learning,12.121331417075083
ML Engineer,Senior-level,Full-time,On-site,2023,United States,165400,United States,Medium,Machine Learning,12.016122061571728
Data Engineer,Mid-level,Full-time,On-site,2023,United States,175000,United States,Medium,Data Engineering,12.072541252905651
Data Scientist,Senior-level,Full-time,On-site,2023,United States,285800,United States,Medium,Data Science,12.563047544477904
Data Scientist,Senior-level,Full-time,On-site,2023,United States,154600,United States,Medium,Data Science,11.948596415135459
Data Operations Engineer,Senior-level,Full-time,On-site,2023,United States,289120,United States,Medium,Other,12.574597105826056
Data Operations Engineer,Senior-level,Full-time,On-site,2023,United States,192400,United States,Medium,Other,12.167331817213743
AWS Data Architect,Mid-level,Full-time,Remote,2023,United States,258000,United States,Large,Other,12.460714863903755
Data Scientist,Senior-level,Full-time,On-site,2023,United States,196000,United States,Medium,Data Science,12.185869938212655
Data Scientist,Senior-level,Full-time,On-site,2023,United States,121000,United States,Medium,Data Science,11.703545824578878
Data Scientist,Senior-level,Full-time,On-site,2023,United States,141000,United States,Medium,Data Science,11.856515169360305
Data Engineer,Senior-level,Full-time,On-site,2023,United States,206000,United States,Medium,Data Engineering,12.235631447771718
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,192000,United States,Medium,Other,12.165250651009918
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,164000,United States,Medium,Other,12.007621706806335
Data Analyst,Senior-level,Full-time,Remote,2023,United States,147000,United States,Medium,Data Analysis,11.898187865760873
Data Analyst,Senior-level,Full-time,Remote,2023,United States,92000,United States,Medium,Data Analysis,11.429543856031177
Data Manager,Mid-level,Full-time,On-site,2023,United States,110000,United States,Medium,Management,11.608235644774552
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,261500,United States,Large,Machine Learning,12.474189562487116
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,134500,United States,Large,Machine Learning,11.809319478024031
Product Data Analyst,Entry-level,Contract,Hybrid,2023,United States,83200,United States,Small,Data Analysis,11.3290026268093
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,275300,United States,Medium,Other,12.525616691130699
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,183500,United States,Medium,Other,12.119969946476761
Data Engineer,Senior-level,Full-time,Remote,2023,United States,136600,United States,Medium,Data Engineering,11.824812226118826
Data Engineer,Senior-level,Full-time,Remote,2023,United States,109280,United States,Medium,Data Engineering,11.601668674804618
BI Data Analyst,Mid-level,Full-time,Remote,2023,Egypt,70000,United States,Medium,Data Analysis,11.156250521031495
Research Engineer,Senior-level,Full-time,On-site,2023,United States,281000,United States,Medium,Other,12.546109948315882
Data Integration Specialist,Entry-level,Full-time,Remote,2023,United States,69500,United States,Medium,Other,11.149082031552883
